label,text,text_np,text_tokens,text_nostop,text_lem,length,punc%
spam,قم بتحديث معلوماتك الآن لتجنب حذف حسابك.,قم بتحديث معلوماتك الآن لتجنب حذف حسابك,"['قم', 'بتحديث', 'معلوماتك', 'الآن', 'لتجنب', 'حذف', 'حسابك']","['قم', 'بتحديث', 'معلوماتك', 'لتجنب', 'حذف', 'حسابك']",قَام بِ تَحدِيث مَعلُومَة هُوَ لِ تَجَنُّب حِذف حَسَّابَك,0.34328358208955223,0.12295081967213116
ham,لا تقلق، كل شيء سيكون على ما يرام.,لا تقلق، كل شيء سيكون على ما يرام,"['لا', 'تقلق،', 'كل', 'شيء', 'سيكون', 'على', 'ما', 'يرام']","['تقلق،', 'شيء', 'سيكون', 'يرام']",أَقلَق ، شَيء سِيكُون رَام,0.23880597014925373,0.18852459016393436
ham,هل يمكننا الالتقاء في نهاية الأسبوع؟,هل يمكننا الالتقاء في نهاية الأسبوع,"['هل', 'يمكننا', 'الالتقاء', 'في', 'نهاية', 'الأسبوع']","['يمكننا', 'الالتقاء', 'نهاية', 'الأسبوع']",أَمكَن هُوَ اِلتِقَاء نِهَايَة أُسبُوع,0.29850746268656714,0.14754098360655737
ham,شكرًا لك مرة أخرى على الأمس!,شكرًا لك مرة أخرى على الأمس,"['شكرًا', 'لك', 'مرة', 'أخرى', 'على', 'الأمس']","['شكرًا', 'مرة', 'أخرى', 'الأمس']",شُكر مَرَّة آخَر أَمس,0.1791044776119403,0.23770491803278682
spam,سيتم حظر بطاقتك البنكية قريبًا، انقر هنا لمنع الإيقاف.,سيتم حظر بطاقتك البنكية قريبًا، انقر هنا لمنع الإيقاف,"['سيتم', 'حظر', 'بطاقتك', 'البنكية', 'قريبًا،', 'انقر', 'هنا', 'لمنع', 'الإيقاف']","['سيتم', 'حظر', 'بطاقتك', 'البنكية', 'قريبًا،', 'انقر', 'لمنع', 'الإيقاف']",سَ تَمّ حَظر بِ طَاقَة هُوَ بَنكِيّ قَرِيب ، أَنقَر لِ مَنع إِيقَاف,0.5223880597014925,0.06557377049180325
ham,خذ قسطًا من الراحة واعتنِ بنفسك!,خذ قسطًا من الراحة واعتنِ بنفسك,"['خذ', 'قسطًا', 'من', 'الراحة', 'واعتنِ', 'بنفسك']","['خذ', 'قسطًا', 'الراحة', 'واعتنِ', 'بنفسك']",خَذّ قِسط رَاحَة وَ فَتَن بنفسك,0.23880597014925373,0.18852459016393436
ham,هل ستأتي إلى التمرين هذا المساء؟,هل ستأتي إلى التمرين هذا المساء,"['هل', 'ستأتي', 'إلى', 'التمرين', 'هذا', 'المساء']","['ستأتي', 'التمرين', 'المساء']",سَ أَتَى تَمرِين مَسَاء,0.23880597014925373,0.18852459016393436
ham,هل استلمت رسالتي؟,هل استلمت رسالتي,"['هل', 'استلمت', 'رسالتي']","['استلمت', 'رسالتي']",اِستَلَم رَسالَة,0.05970149253731344,0.43442622950819665
spam,احصل على استرداد نقدي بقيمة 100 يورو على مشترياتك القادمة!,احصل على استرداد نقدي بقيمة 100 يورو على مشترياتك القادمة,"['احصل', 'على', 'استرداد', 'نقدي', 'بقيمة', '100', 'يورو', 'على', 'مشترياتك', 'القادمة']","['احصل', 'استرداد', 'نقدي', 'بقيمة', '100', 'مشترياتك', 'القادمة']",حَصل اِستِردَاد نَقدِيّ بِ قِيمَة 100 مُشتَرَى هُوَ قَادِم,0.5671641791044776,0.049180327868852444
spam,احمِ بياناتك المصرفية الآن.,احمِ بياناتك المصرفية الآن,"['احمِ', 'بياناتك', 'المصرفية', 'الآن']","['احمِ', 'بياناتك', 'المصرفية']",أَحمَِ بَيَان هُوَ مَصرِفِيّ,0.19402985074626863,0.22950819672131145
ham,هل يمكنك معاودة الاتصال عندما تكون متفرغًا؟,هل يمكنك معاودة الاتصال عندما تكون متفرغًا,"['هل', 'يمكنك', 'معاودة', 'الاتصال', 'عندما', 'تكون', 'متفرغًا']","['يمكنك', 'معاودة', 'الاتصال', 'عندما', 'تكون', 'متفرغًا']",أَمكَن هُوَ مُعَاوَدَة اِتِّصَال عِندَمَا كَان مُتَفَرِّغ,0.3880597014925373,0.10655737704918032
spam,لديك طرد في الانتظار، أكد معلوماتك هنا: www.livraison-fake.com,لديك طرد في الانتظار، أكد معلوماتك هنا wwwlivraisonfakecom,"['لديك', 'طرد', 'في', 'الانتظار،', 'أكد', 'معلوماتك', 'هنا', 'wwwlivraisonfakecom']","['لديك', 'طرد', 'الانتظار،', 'أكد', 'معلوماتك', 'wwwlivraisonfakecom']",لَدِيك طَرد اِنتِظَار ، أَكَّد مَعلُومَة هُوَ wwwlivr a i sonfak eco m,0.6567164179104478,0.48360655737704905
spam,لديك طرد في الانتظار، أكد معلوماتك هنا: www.livraison-fake.com,لديك طرد في الانتظار، أكد معلوماتك هنا wwwlivraisonfakecom,"['لديك', 'طرد', 'في', 'الانتظار،', 'أكد', 'معلوماتك', 'هنا', 'wwwlivraisonfakecom']","['لديك', 'طرد', 'الانتظار،', 'أكد', 'معلوماتك', 'wwwlivraisonfakecom']",لَدِيك طَرد اِنتِظَار ، أَكَّد مَعلُومَة هُوَ wwwlivr a i sonfak eco m,0.6567164179104478,0.48360655737704905
spam,اربح iPhone مجاني! انقر هنا للمشاركة: www.رابط-وهمي1.com,اربح iphone مجاني انقر هنا للمشاركة wwwرابطوهمي1com,"['اربح', 'iphone', 'مجاني', 'انقر', 'هنا', 'للمشاركة', 'wwwرابطوهمي1com']","['اربح', 'iphone', 'مجاني', 'انقر', 'للمشاركة', 'wwwرابطوهمي1com']",اربح iphone مَجَّانِيّ أَنقَر لِ مُشَارَكَة wwwرابطوهمي 1co m,0.5820895522388059,0.7049180327868851
spam,لقد ربحت بطاقة هدايا أمازون بقيمة 500 يورو!,لقد ربحت بطاقة هدايا أمازون بقيمة 500 يورو,"['لقد', 'ربحت', 'بطاقة', 'هدايا', 'أمازون', 'بقيمة', '500', 'يورو']","['لقد', 'ربحت', 'بطاقة', 'هدايا', 'أمازون', 'بقيمة', '500']",لقد رَبَح بِطَاقَة هَدِيَّة أمازون بِ قِيمَة 500,0.3731343283582089,0.11475409836065574
ham,شكرًا لك مرة أخرى على الأمس!,شكرًا لك مرة أخرى على الأمس,"['شكرًا', 'لك', 'مرة', 'أخرى', 'على', 'الأمس']","['شكرًا', 'مرة', 'أخرى', 'الأمس']",شُكر مَرَّة آخَر أَمس,0.1791044776119403,0.23770491803278682
ham,رأيت بول اليوم، وقد أرسل لك تحياته.,رأيت بول اليوم، وقد أرسل لك تحياته,"['رأيت', 'بول', 'اليوم،', 'وقد', 'أرسل', 'لك', 'تحياته']","['رأيت', 'بول', 'اليوم،', 'وقد', 'أرسل', 'تحياته']",رَأَى بُول يَوم ، وَ قَد أَرسَل تَحِيَّة هُوَ,0.26865671641791045,0.1639344262295082
ham,سأمر لرؤيتك هذا المساء.,سأمر لرؤيتك هذا المساء,"['سأمر', 'لرؤيتك', 'هذا', 'المساء']","['سأمر', 'لرؤيتك', 'المساء']",سَأمَر لِ رُؤيَة هُوَ مَسَاء,0.1343283582089552,0.2950819672131147
spam,عاجل! تم اختراق حسابك. انقر هنا للتحقق: www.رابط-وهمي1.com,عاجل تم اختراق حسابك انقر هنا للتحقق wwwرابطوهمي1com,"['عاجل', 'تم', 'اختراق', 'حسابك', 'انقر', 'هنا', 'للتحقق', 'wwwرابطوهمي1com']","['عاجل', 'تم', 'اختراق', 'حسابك', 'انقر', 'للتحقق', 'wwwرابطوهمي1com']",عَاجِل تَمّ اِختِرَاق حَسَّابَك أَنقَر لِ تَحَقُّق wwwرابطوهمي 1co m,0.5970149253731343,0.8524590163934425
ham,هل نتناول الغداء معًا غدًا؟,هل نتناول الغداء معًا غدًا,"['هل', 'نتناول', 'الغداء', 'معًا', 'غدًا']","['نتناول', 'الغداء', 'معًا', 'غدًا']",تَنَاوَل اَلَّذِي غِدَاء مَعًً غَد,0.1791044776119403,0.23770491803278682
spam,تم اختراق جهاز الكمبيوتر الخاص بك، قم بتنزيل برنامجنا المجاني لمكافحة الفيروسات!,تم اختراق جهاز الكمبيوتر الخاص بك، قم بتنزيل برنامجنا المجاني لمكافحة الفيروسات,"['تم', 'اختراق', 'جهاز', 'الكمبيوتر', 'الخاص', 'بك،', 'قم', 'بتنزيل', 'برنامجنا', 'المجاني', 'لمكافحة', 'الفيروسات']","['تم', 'اختراق', 'جهاز', 'الكمبيوتر', 'الخاص', 'بك،', 'قم', 'بتنزيل', 'برنامجنا', 'المجاني', 'لمكافحة', 'الفيروسات']",تَمّ اِختِرَاق جِهَاز كَمبيُوتِر خَاصّ بِ هُوَ ، قَام بِ تَنزِيل برنامجنا مَجَّانِيّ لِ مُكَافَحَة فَيرُوس,0.8656716417910448,0.0
spam,سيتم حظر بطاقتك البنكية قريبًا، انقر هنا لمنع الإيقاف.,سيتم حظر بطاقتك البنكية قريبًا، انقر هنا لمنع الإيقاف,"['سيتم', 'حظر', 'بطاقتك', 'البنكية', 'قريبًا،', 'انقر', 'هنا', 'لمنع', 'الإيقاف']","['سيتم', 'حظر', 'بطاقتك', 'البنكية', 'قريبًا،', 'انقر', 'لمنع', 'الإيقاف']",سَ تَمّ حَظر بِ طَاقَة هُوَ بَنكِيّ قَرِيب ، أَنقَر لِ مَنع إِيقَاف,0.5223880597014925,0.06557377049180325
ham,هل يمكنك معاودة الاتصال عندما تكون متفرغًا؟,هل يمكنك معاودة الاتصال عندما تكون متفرغًا,"['هل', 'يمكنك', 'معاودة', 'الاتصال', 'عندما', 'تكون', 'متفرغًا']","['يمكنك', 'معاودة', 'الاتصال', 'عندما', 'تكون', 'متفرغًا']",أَمكَن هُوَ مُعَاوَدَة اِتِّصَال عِندَمَا كَان مُتَفَرِّغ,0.3880597014925373,0.10655737704918032
ham,هل يمكننا الالتقاء في نهاية الأسبوع؟,هل يمكننا الالتقاء في نهاية الأسبوع,"['هل', 'يمكننا', 'الالتقاء', 'في', 'نهاية', 'الأسبوع']","['يمكننا', 'الالتقاء', 'نهاية', 'الأسبوع']",أَمكَن هُوَ اِلتِقَاء نِهَايَة أُسبُوع,0.29850746268656714,0.14754098360655737
ham,لقد وصلت للتو، أين أنت؟,لقد وصلت للتو، أين أنت,"['لقد', 'وصلت', 'للتو،', 'أين', 'أنت']","['لقد', 'وصلت', 'للتو،']",لقد وَصَل لِ التو ،,0.11940298507462685,0.3196721311475409
ham,أنا في إجازة، والأجواء رائعة هنا!,أنا في إجازة، والأجواء رائعة هنا,"['أنا', 'في', 'إجازة،', 'والأجواء', 'رائعة', 'هنا']","['إجازة،', 'والأجواء', 'رائعة']",إِجَازَة ، وَ جَوّ رَائِع,0.25373134328358204,0.18032786885245894
ham,هل استلمت رسالتي؟,هل استلمت رسالتي,"['هل', 'استلمت', 'رسالتي']","['استلمت', 'رسالتي']",اِستَلَم رَسالَة,0.05970149253731344,0.43442622950819665
ham,مرحبًا، أنا مشغول الآن. سأتصل بك لاحقًا.,مرحبًا، أنا مشغول الآن سأتصل بك لاحقًا,"['مرحبًا،', 'أنا', 'مشغول', 'الآن', 'سأتصل', 'بك', 'لاحقًا']","['مرحبًا،', 'مشغول', 'سأتصل', 'لاحقًا']",مُرَحَّب ، مَشغُول سَ اِتَّصَل لَاحِق,0.34328358208955223,0.36885245901639335
spam,عرض حصري! احصل على قرض بقيمة 20000 دولار بدون رسوم. انقر هنا: www.رابط-وهمي3.com,عرض حصري احصل على قرض بقيمة 20000 دولار بدون رسوم انقر هنا wwwرابطوهمي3com,"['عرض', 'حصري', 'احصل', 'على', 'قرض', 'بقيمة', '20000', 'دولار', 'بدون', 'رسوم', 'انقر', 'هنا', 'wwwرابطوهمي3com']","['عرض', 'حصري', 'احصل', 'قرض', 'بقيمة', '20000', 'بدون', 'رسوم', 'انقر', 'wwwرابطوهمي3com']",عَرض حِصرِيّ حَصل قَرض بِ قِيمَة 20000 بدون رَسم انقر wwwرابطوهمي 3co m,0.8507462686567164,0.6065573770491802
ham,كيف كان يومك؟,كيف كان يومك,"['كيف', 'كان', 'يومك']",['يومك'],يُومَك,0.0,0.6311475409836065
spam,تم تحويل 1000 يورو إلى حسابك، انقر هنا لاستلامه.,تم تحويل 1000 يورو إلى حسابك، انقر هنا لاستلامه,"['تم', 'تحويل', '1000', 'يورو', 'إلى', 'حسابك،', 'انقر', 'هنا', 'لاستلامه']","['تم', 'تحويل', '1000', 'حسابك،', 'انقر', 'لاستلامه']",تَمّ تَحوِيل 1000 حَسَّابَك ، أَنقَر لِ اِستِلَام هُوَ,0.4328358208955223,0.09016393442622948
spam,احصل على استرداد نقدي بقيمة 100 يورو على مشترياتك القادمة!,احصل على استرداد نقدي بقيمة 100 يورو على مشترياتك القادمة,"['احصل', 'على', 'استرداد', 'نقدي', 'بقيمة', '100', 'يورو', 'على', 'مشترياتك', 'القادمة']","['احصل', 'استرداد', 'نقدي', 'بقيمة', '100', 'مشترياتك', 'القادمة']",حَصل اِستِردَاد نَقدِيّ بِ قِيمَة 100 مُشتَرَى هُوَ قَادِم,0.5671641791044776,0.049180327868852444
ham,أنا في العمل، سأتصل بك لاحقًا.,أنا في العمل، سأتصل بك لاحقًا,"['أنا', 'في', 'العمل،', 'سأتصل', 'بك', 'لاحقًا']","['العمل،', 'سأتصل', 'لاحقًا']",عَمَل ، سَ اِتَّصَل لَاحِق,0.20895522388059698,0.21311475409836061
spam,تعرف على كيفية الحصول على قرض بدون فوائد الآن.,تعرف على كيفية الحصول على قرض بدون فوائد الآن,"['تعرف', 'على', 'كيفية', 'الحصول', 'على', 'قرض', 'بدون', 'فوائد', 'الآن']","['تعرف', 'كيفية', 'الحصول', 'قرض', 'بدون', 'فوائد']",عَرَف كَيفِيَّة حُصُول قَرض بدون فَائِدَة,0.4029850746268656,0.0983606557377049
spam,عاجل! تم اختراق حسابك. انقر هنا للتحقق: www.رابط-وهمي1.com,عاجل تم اختراق حسابك انقر هنا للتحقق wwwرابطوهمي1com,"['عاجل', 'تم', 'اختراق', 'حسابك', 'انقر', 'هنا', 'للتحقق', 'wwwرابطوهمي1com']","['عاجل', 'تم', 'اختراق', 'حسابك', 'انقر', 'للتحقق', 'wwwرابطوهمي1com']",عَاجِل تَمّ اِختِرَاق حَسَّابَك أَنقَر لِ تَحَقُّق wwwرابطوهمي 1co m,0.5970149253731343,0.8524590163934425
